contract_id,product_type,principal,interest_rate,term_months,default_prob,default_prob_m,recovery_rate,default_month
34,financiamento,53985.901136875065,0.021484012706324954,36,0.04281898023312992,0.0036402541558473445,0.47599300649835247,
35,consignado,15187.602186005766,0.013649198297477405,70,0.026752864051986028,0.00225721824843772,0.5061187372410232,
36,financiamento,68751.28501491058,0.015147421995816927,37,0.08317001158810251,0.007209984422109517,0.4817510766822258,
37,financiamento,43362.31808637147,0.015194799103272427,28,0.0777817486375264,0.006725065540080788,0.639039492975043,
38,consignado,5893.677222825088,0.009621216130764915,25,0.030559655091927335,0.0025830197491069073,0.5186209402888733,
39,financiamento,150000.0,0.018181227293938968,84,0.02,0.001682142552739574,0.4674951141858486,
40,consignado,17477.978485022428,0.010772341659778252,47,0.03203522359853414,0.0027096206981648274,0.582347729285748,7.0
41,financiamento,65016.88834964407,0.01753802420925866,27,0.0743099127063293,0.006413990258724578,0.6384040509629431,
42,cartao,2942.861588132794,0.08306405533166884,34,0.09525414851986208,0.008307070823444396,0.2142716596908905,
43,consignado,41026.26364649155,0.00909993860419241,67,0.01355585327037932,0.0011367344881836328,0.6053986157495804,
44,financiamento,67409.46588672417,0.02357252038339814,68,0.07188296092811869,0.006197170704667299,0.6136903157457468,
45,cartao,1250.5936123520821,0.06243932187702209,16,0.06,0.005143012831822946,0.23870754616126127,11.0
46,cartao,1051.9168246059196,0.05947863533648853,23,0.19727192407008015,0.018144966055239298,0.2929422133968181,2.0
47,financiamento,66218.60732901287,0.020810672739780316,75,0.04553856986684682,0.0038764707702934054,0.6737726981533751,
48,financiamento,99067.30787978704,0.017718305722147634,63,0.04329392106073669,0.003681461928467522,0.6563153078988084,
49,consignado,9945.0035990566,0.013436468940500657,52,0.02367424490985384,0.0019945900558002716,0.6463861183934299,
50,financiamento,80026.13505131229,0.02042431183483069,32,0.02818849550803184,0.002379948317124181,0.604265558228125,
51,financiamento,74840.07563860736,0.009813387688813234,68,0.05324936205526071,0.004549580691361799,0.40313188166332153,
52,financiamento,86689.83336241831,0.015538756105473032,44,0.056450249233868675,0.004830477664776289,0.6110128375856908,
53,consignado,8691.524212463999,0.01342508302778775,38,0.023369768209636568,0.001968657286324338,0.6484181754603655,
54,consignado,12984.310572017524,0.010046897500798286,46,0.005,0.000417624589193033,0.6227639044314338,
55,consignado,28532.104531314308,0.014263627347370224,18,0.03288972392059984,0.002783016098343416,0.7179234979172509,
56,consignado,42211.40942388034,0.016171345896854195,71,0.015681763641604958,0.0013163015210548856,0.5739226377251229,
57,consignado,22521.667215759997,0.009908549687627666,43,0.03179633122462478,0.0026891121935419537,0.7764674393490207,
58,consignado,9463.259666529653,0.012021037801007895,14,0.017419725533229027,0.0014633644269337331,0.7440065867957025,
59,financiamento,30000.0,0.01915128403327555,48,0.07593993560717024,0.006559906311349284,0.5615473392032359,31.0
60,financiamento,30000.0,0.0224614620075698,39,0.06538760729001115,0.005619433988152678,0.5126746261226405,
61,consignado,17801.083417239275,0.014540863527623392,32,0.0454211313899328,0.003866257625498193,0.7366807122109944,
62,consignado,44039.391683507725,0.012980894549838867,37,0.022214431738328343,0.0018703227910227271,0.5840494767478954,
63,consignado,15408.53238483905,0.008883887260770839,72,0.04421161081622893,0.003761137525075009,0.6383576712867277,
64,consignado,19309.708692376535,0.011677633926011401,65,0.02327289801645053,0.0019604082504273146,0.7222843440297801,
65,consignado,20300.622688663534,0.011578061798149651,30,0.024465301391561358,0.0020620002734977882,0.6300085824037909,30.0
66,consignado,8309.839364643149,0.012488747107942177,22,0.04066590591509314,0.003453679548320432,0.5800850073269852,
67,consignado,29646.530819779924,0.012616496362282908,14,0.01582432434662069,0.0013283557614643948,0.5760737366784041,
68,financiamento,57761.07983253171,0.018799077338623172,71,0.03880183769391335,0.003292458514972396,0.686222424773451,
69,financiamento,54353.4245553971,0.023832955999910622,59,0.06477748649889689,0.005565355347820877,0.5348664330490274,
70,financiamento,80178.02575471919,0.021471759432101053,33,0.05491909161192173,0.004696000631890018,0.49705510830502586,
71,financiamento,60603.52218881252,0.016046682303714623,48,0.041303475726711086,0.0035088881102780523,0.6624056167926967,
72,financiamento,80260.4546429212,0.017439877416184923,72,0.02820985512455245,0.0023817755744593994,0.5094907309722195,
73,cartao,3846.6544806175475,0.056998310677972557,11,0.1380192691660217,0.012300585193354863,0.16690841399391837,
74,financiamento,32186.494124718276,0.019633686744954283,81,0.07249606670051015,0.006251895376923833,0.4920506779377308,29.0
75,financiamento,59678.527182749625,0.016205457788574542,81,0.06892794298958935,0.0059338752109796555,0.43728458977661794,22.0
76,financiamento,30686.296695782214,0.02412516071166637,32,0.07113538056561813,0.006130487902388793,0.46798239785876583,
77,financiamento,72804.19152279643,0.013565095462830842,76,0.04543511133016473,0.0038674733434197472,0.4765610659417336,12.0
78,consignado,27584.46170935537,0.017698020081518592,46,0.02549957236084278,0.002150211742716457,0.5809441637273206,28.0
79,consignado,6643.251709942513,0.01237448674995721,39,0.030395367648034327,0.002568935131382233,0.5339063289783018,
80,consignado,9253.90799928914,0.007845752979197372,43,0.02903788976976221,0.002452640088182245,0.9,
81,consignado,11084.211355358679,0.01327339353017865,28,0.02543022830044266,0.002144294805058067,0.45476807905717964,
82,financiamento,30000.0,0.019264425801697543,58,0.06342159724203528,0.005445290506242539,0.6121047522315454,31.0
83,cartao,5686.4690830999425,0.06388538245901139,8,0.15603501663747665,0.014037564372540778,0.32661200367136406,
84,financiamento,71414.40584237983,0.020941787254420228,69,0.032492717058655037,0.00274890868871025,0.44809276946480237,19.0
85,financiamento,30000.0,0.016746212042155588,47,0.040268343762962386,0.0034192707962815705,0.3642161124098173,
86,financiamento,49530.10495472887,0.015844802669403003,63,0.06067464399496669,0.005202533680713106,0.5803229800561488,48.0
87,consignado,26168.237888861462,0.01824325325375592,61,0.0240567449103436,0.002027178703511656,0.5519209447979302,
88,consignado,12364.330105156489,0.01249865258994901,43,0.033464424734250556,0.0028324121855678452,0.7096023298930338,17.0
89,financiamento,93860.38459968929,0.017695674814200004,39,0.06524706060644357,0.005606973630239653,0.4866048707835708,
90,consignado,22000.10679190347,0.011685739077836172,68,0.02676786641056221,0.0022584999202232003,0.5818599213857966,
91,financiamento,67224.28435108929,0.021247994051140695,55,0.02742364208121275,0.002314541428031447,0.5483733082123771,
92,consignado,16436.167799398896,0.012084628291356194,26,0.03466378540575694,0.002935585170077082,0.6148287810155278,
93,financiamento,30000.0,0.016000608009888583,37,0.03884910571394723,0.0032965431265704614,0.6782415975766232,
94,financiamento,42868.94366471375,0.01372431525236283,48,0.052692143278335275,0.004500770400162835,0.5571544746158665,
95,financiamento,30000.0,0.022602339107972103,48,0.07917037465820585,0.006849786579691042,0.7009621115422842,
96,consignado,18652.079372666743,0.014752434710944718,27,0.028918947122622843,0.0024424573820153173,0.6895189074405086,
97,financiamento,30000.0,0.01959718589174235,76,0.043737944942675605,0.0037200041871446876,0.5431853128967994,20.0
98,financiamento,63635.79651442141,0.022031429721958068,62,0.06281150565590156,0.005391318482794061,0.6506956481356511,
99,financiamento,79399.63204132815,0.02103732692506976,63,0.06490785281268162,0.005576907773448547,0.4952572767912854,
100,cartao,1091.6415693907577,0.11641506998693948,24,0.14904102858172366,0.013359242842109431,0.3400198503615758,
101,cartao,4871.533017326971,0.11142958862169705,13,0.16486842582263725,0.014901687083572868,0.4259788828869644,
102,consignado,23065.53409188226,0.01207187415697972,47,0.031502050619467634,0.0026638550787799753,0.7532353973768523,
103,financiamento,74787.25797785525,0.02671955723312786,41,0.05500616348553053,0.004703642538789188,0.5607690650385571,
104,cartao,2477.3136981503067,0.06844143991811653,7,0.15202921691727728,0.013648428758697095,0.2737063688009413,
105,consignado,20625.719544054926,0.008453170824422273,54,0.03633563093546996,0.00307959909874167,0.6226580715809441,
106,consignado,17830.060412377577,0.010984669184697433,30,0.021899181344773238,0.0018435092871936787,0.7422028059067058,
107,financiamento,81097.97321796969,0.022459888142426183,50,0.06536040076318869,0.005617021822353019,0.45670319973795437,
108,financiamento,59643.736377116446,0.015103681752500715,52,0.03310166390872506,0.0028012294114565517,0.46858008927486067,
109,financiamento,52334.16733271414,0.01988107186892633,71,0.04688425602876099,0.00399358189694754,0.5275333570377512,
110,cartao,530.9308080999855,0.06658935183769234,6,0.1449304786775098,0.012962956148539706,0.36784279306877166,
111,consignado,21198.10885077037,0.012805926775406406,45,0.036064493646981555,0.0030562275934135075,0.4802579849021279,
112,financiamento,35086.27045038446,0.015770045115825818,35,0.0886871971493779,0.007709220230052383,0.4171465945436379,
113,financiamento,48149.209773630384,0.016183495344648663,27,0.09009529803995217,0.007837079366792454,0.5659359971738867,
114,consignado,20062.608249519493,0.014606873735226095,43,0.023431852641787314,0.0019739445155289026,0.5894023263327431,
115,financiamento,30990.17967308337,0.012349998397538803,54,0.07685841490553806,0.006642230514972591,0.5197240017805453,
116,cartao,915.6034400976662,0.032062926167782294,17,0.17816478615827472,0.016218324608802237,0.3281156182768073,15.0
117,consignado,16208.54013642538,0.011251916170238192,52,0.010993391975945531,0.0009207646575793982,0.6994818911107576,
118,consignado,14508.781043568875,0.01211135822846177,50,0.021708025453621473,0.0018272544525850254,0.8473190619368018,
119,financiamento,39321.12076886161,0.016855547272533845,73,0.08200784379907296,0.007105174115056401,0.5734579931116948,21.0
120,consignado,46089.86911279279,0.013134776943517645,24,0.017772976236537168,0.0014932849597820708,0.5534608171411233,
121,consignado,14425.815029331481,0.010667730123100861,18,0.028753346351079935,0.002428282167377005,0.5358557770058433,
122,consignado,35654.282115055496,0.012724759766872202,28,0.02214221907437706,0.0018641800703664835,0.6841402071933514,
123,financiamento,62728.00492493233,0.0201801371541388,68,0.023481782879204743,0.001978196893769324,0.41868090154744897,55.0
124,financiamento,56567.8904929262,0.017735913179465036,73,0.04102608229412859,0.0034848638725004655,0.6201732310651091,
125,financiamento,150000.0,0.013602526387005234,47,0.05377796860643776,0.0045959090043549145,0.7197613665471393,31.0
126,consignado,12779.05093637083,0.014401635349926941,19,0.026278720715154573,0.0022167208698630203,0.6553180899710035,
127,financiamento,30613.673742220228,0.01190792267012674,37,0.10831283852828079,0.009507838920838507,0.6986533099255933,
128,financiamento,56362.00164830398,0.026447383741922265,64,0.05373832050987112,0.0045924333296631925,0.7403906529534892,12.0
129,financiamento,30000.0,0.019300643012165997,26,0.07489808599246348,0.006466615053162372,0.554243099458314,
130,consignado,26989.79996040413,0.009440510380196714,45,0.03514218429692846,0.002976771415342694,0.5781567017576497,5.0
131,financiamento,49424.76548784988,0.014703723321600453,78,0.06756744056509693,0.005812910310928898,0.5147672146663401,
132,cartao,3826.980854444545,0.055114787579837315,13,0.18889407339259362,0.017295078109429096,0.26523509354253555,
133,consignado,43914.777154618416,0.013919366712945455,43,0.039857739631864744,0.003383746982265068,0.528331186590951,
134,financiamento,50440.678930388545,0.019847133838811502,67,0.06712246921462417,0.005773382158029805,0.5987583539870037,37.0
135,consignado,15204.911709809812,0.00972907858087395,12,0.02792701358885801,0.002357582230673061,0.5986107320652038,
136,financiamento,91540.78176529813,0.026756744311224344,54,0.05952938752925578,0.0051015159607876726,0.5261780230837404,
137,cartao,802.1387415996903,0.058813262951120805,36,0.2091648058637744,0.019365505727978793,0.15263384436445784,
138,consignado,12892.885918028138,0.009789127374491186,62,0.03585649902597302,0.0030383029469792655,0.7021237369971881,
139,consignado,14523.339085962187,0.01101161205256257,55,0.02322855505384564,0.0019566324506716803,0.6166799024771685,
140,financiamento,47918.96200682306,0.02048184943858358,36,0.03599934339547754,0.0030506126667986244,0.37595628508916923,
141,consignado,17826.53255723096,0.017096255022213007,40,0.0093684103461333,0.0007840732806168038,0.7671162334667752,
142,consignado,21142.969251040286,0.00785446211864549,21,0.013206775347285366,0.001107283203098719,0.636397775631928,
143,cartao,1621.4163070657958,0.06620631374117594,20,0.09840429172006132,0.008595270650127329,0.3216201004831101,
144,consignado,17643.600912024147,0.011608155935858431,21,0.023042910927978704,0.0019408265737711483,0.7101504977099349,
145,consignado,14590.629069592873,0.012920648110257308,68,0.0329559409755309,0.0027887061461193685,0.677847384077381,
146,financiamento,54526.3876847059,0.006851728523885868,39,0.02,0.001682142552739574,0.6319299513722648,
147,financiamento,48384.793524860084,0.02860916675194777,84,0.08563684964071452,0.007432860854220902,0.5265598120424355,60.0
148,consignado,47829.503962853036,0.016501531904633448,26,0.023071288138681614,0.0019432424520148261,0.6096332683448108,
149,financiamento,30000.0,0.010603014078838489,24,0.04767004427484922,0.004062036859567186,0.40326472242551503,5.0
150,financiamento,43306.09452789649,0.01717595221849267,24,0.02265773610057885,0.0019080412869579844,0.4991717734744402,
151,cartao,2361.6033877755967,0.06360635954591316,20,0.15247155353616118,0.013691315826609984,0.2691786889383724,
152,cartao,3420.9026316652494,0.07929517692394246,10,0.06,0.005143012831822946,0.3929882804653777,
153,financiamento,49569.52376583465,0.013466382799868597,45,0.06875922042005858,0.0059188649636586765,0.528833984749964,
154,consignado,16283.500325459674,0.018843826173678944,64,0.036858799574608116,0.0031247122564606045,0.7333117748300448,
155,financiamento,62256.161099007266,0.015039991560107146,38,0.06837578818138072,0.005884762537187949,0.5511832518237235,
156,consignado,13201.376036207414,0.011733924839250181,52,0.04331648206726499,0.003683419878466543,0.528271479246982,
157,financiamento,79346.01346585213,0.01913763873993055,65,0.07535784622962732,0.0065077718903751025,0.5523844997277525,42.0
158,consignado,27265.641097891126,0.014618079211681574,50,0.0161172520606087,0.001353129329496161,0.5946429564467646,
159,consignado,27483.605345624943,0.012716346908669405,62,0.04624860721433506,0.003938244366474164,0.6086108598246867,
160,consignado,36474.61161412454,0.012697085767286542,66,0.008652557802173964,0.0007239218854486751,0.6881538687676297,
161,financiamento,53359.19457739053,0.00971590596480556,26,0.08231431403596744,0.007132801373940678,0.6869019745094522,
162,cartao,2845.0131879103565,0.09049897622333496,9,0.11592957155576263,0.010215674328893587,0.30921662928583427,
163,financiamento,52892.229104143305,0.017639017658041642,71,0.041620272614407636,0.0035363327618451734,0.4211459510867599,
164,financiamento,30000.0,0.022589369690965443,71,0.04250036586663315,0.003612620397554167,0.5347855827099892,33.0
165,consignado,47195.74014818374,0.013819808626457373,28,0.043488343601263274,0.003698336218140086,0.7130827701825011,
166,financiamento,78587.43454772829,0.014627038701649796,37,0.053625934632050544,0.004582581961698251,0.46210361574229314,31.0
167,cartao,7495.339487302888,0.060444071132398344,15,0.13015100135106594,0.011552389993978673,0.33446562031117844,
168,cartao,1412.3121714811782,0.10373852230402109,31,0.1770454306466367,0.01610673344218061,0.20373540347771366,
169,financiamento,42368.09568114103,0.012438859760231376,59,0.07643280368110324,0.006604073231382013,0.6756168251243355,59.0
170,cartao,2678.6506285071046,0.0819133381302408,25,0.13411030515893854,0.011928102014179154,0.2695671604531139,
171,financiamento,87174.00523216029,0.01744277959137703,64,0.02,0.001682142552739574,0.4938545893594374,
172,consignado,21402.50065022817,0.008243606928288976,72,0.024664758065352538,0.0020790049692642754,0.5684820398574131,42.0
173,financiamento,115881.0850182636,0.016646634039794495,75,0.06256412672182514,0.00536944317212118,0.5156170162485605,
174,cartao,3431.9385193241783,0.09276560262941608,11,0.17364036351176904,0.015768127672010968,0.09611183163906897,
175,financiamento,54619.28627583994,0.015619089318662124,68,0.07864243648961339,0.006802348906661537,0.6549695365361379,10.0
176,financiamento,35970.131799055926,0.013246615695529543,82,0.07781712894036279,0.00672824112477155,0.6824774822443872,4.0
177,financiamento,59501.127126754014,0.020076738324744485,31,0.07417123169674666,0.006401586714930851,0.6972623537880448,
178,cartao,4116.461786873158,0.06620906271087763,7,0.12274509603383674,0.010853807254098014,0.2943603136786841,
179,cartao,5218.342921059089,0.08592920339020646,13,0.11111480187221168,0.009767583218834086,0.3474215153862618,
180,consignado,15583.998258088594,0.01285634855590733,19,0.02267156206414473,0.001909217919498496,0.5543904250849663,
181,cartao,1844.9326788537858,0.08407020870764684,14,0.09989257588008957,0.008731751766266838,0.36135396206478554,
182,cartao,3944.5248016954565,0.10435170599700845,35,0.17453621741594813,0.015857088775341865,0.22160579703404476,
183,consignado,6953.556284916659,0.01435227516782266,59,0.0249198067971865,0.0021007538154844685,0.6578574242310357,
184,financiamento,71428.4008476709,0.02038105404576692,61,0.08126001040491082,0.0070377949253055405,0.3856886904341599,31.0
185,consignado,11262.133138908908,0.010420703371472138,35,0.017000305153511846,0.0014278520866402022,0.4962351381692231,
186,consignado,19978.4190220204,0.014372224371265993,50,0.04001555500141451,0.0033973988838941205,0.7507835791041919,7.0
187,financiamento,51243.28379859669,0.013737413062174048,71,0.02,0.001682142552739574,0.5982914102688044,
188,financiamento,45255.551944809115,0.014290985421584959,38,0.09226937379144548,0.008034847620384422,0.5770116944671695,3.0
189,consignado,9973.193410177802,0.007814635344689468,62,0.018079962993712808,0.0015192949223007401,0.6276168576579152,
190,financiamento,79528.1198218234,0.0185459679760229,37,0.06660809907146749,0.005727710631190042,0.5448773854453286,
191,cartao,1307.6009202712696,0.0880538587367093,11,0.12108033018551524,0.010697517990714611,0.10490054490125239,
192,financiamento,76948.29475182251,0.01414011336764933,29,0.08669302543356008,0.007528453872275853,0.5566568111099023,
193,financiamento,50460.948598665775,0.018714647930787153,84,0.03650731046173251,0.003094400655891283,0.6785773938958368,
194,cartao,2367.661856141978,0.09207417042152487,30,0.06,0.005143012831822946,0.2069916356706117,
195,financiamento,30000.0,0.023872186114464247,76,0.024923463108227004,0.0021010656390937354,0.6538589227044618,
196,financiamento,75379.37186656764,0.01776070927508674,31,0.0957275537001128,0.008350322859022596,0.6396913226656002,21.0
197,consignado,8148.312744052405,0.013280699579794481,39,0.019354885046361722,0.0016273946319452781,0.5330459634708089,
198,cartao,3550.768569899366,0.06441977877892677,17,0.17178710378495463,0.015584373430908127,0.24377295156884699,
199,financiamento,40881.63603422834,0.013145534530243032,38,0.041469563307609696,0.0035232755221630274,0.5706914198482458,
200,financiamento,66787.4440737315,0.019568413989286992,51,0.0537830219073382,0.0045963520019226545,0.7770590778416393,32.0
201,consignado,18602.308861832065,0.017026536804749456,16,0.01120748861981691,0.0009387895402588331,0.5310674206368378,
202,cartao,4948.399879179623,0.09891846178709164,15,0.09353655337059646,0.008150319006516749,0.282704796557971,
203,consignado,26542.610032915138,0.012344229713650488,61,0.017693365442631784,0.0014865410199454976,0.681313445352388,
204,financiamento,64710.48073188676,0.017289381081921535,78,0.07054909280924977,0.006078226516801788,0.5099377156012024,
205,financiamento,30000.0,0.017399371850034744,74,0.07545773320577032,0.006516716057578087,0.38840385830755786,
206,financiamento,62482.43045032122,0.019901291491515153,77,0.08156832589728572,0.007065567811082918,0.5234755985146402,
207,financiamento,77603.3677361596,0.0207641496111133,74,0.06446772334781604,0.005537911570936083,0.5557737744855669,
208,consignado,15912.941913256465,0.010065469589726116,20,0.01799754979574987,0.0015123115954507327,0.6786074468414981,
209,financiamento,82510.10493307456,0.01814200866189322,62,0.038913815538819244,0.0033021352502777823,0.6803184097717856,
210,consignado,28184.313357674284,0.008724587047034861,54,0.017326369100112718,0.0014554587319434154,0.5731565524901693,
211,consignado,24499.757997729434,0.01417157318351625,38,0.023242948021275738,0.001957857993485246,0.6386126868517884,
212,consignado,31976.089310258958,0.01578404922974268,40,0.013852497386151092,0.0011617695057155597,0.5370794119567853,
213,financiamento,63626.333778465036,0.017757278733162865,41,0.07413265265008442,0.006398136531629239,0.4989021936483864,41.0
214,cartao,3726.418713109221,0.04947691681089325,12,0.14965954127220352,0.013419023752072157,0.08764491957787471,
215,consignado,53361.578704917825,0.012831716763878329,27,0.040945196899396887,0.003477859823449392,0.6241585093149821,
216,consignado,60000.0,0.011608927433484927,42,0.023471993614496155,0.0019773631616931686,0.7975542218948155,6.0
217,financiamento,30000.0,0.02625416596189356,60,0.07445112112800267,0.006426621603033311,0.5991230074029075,21.0
218,financiamento,113622.90259477824,0.02280221599562919,54,0.02369930217627561,0.001996724553557483,0.4022755725620928,30.0
219,cartao,2663.5896219976535,0.06353920200996384,26,0.08354442103240936,0.00724377654227415,0.24163590524459197,
220,financiamento,73689.1740292244,0.02133418447226067,82,0.08837369683306705,0.007680778254706699,0.6581417902930697,10.0
221,financiamento,32874.09289391989,0.018524823783520786,51,0.02,0.001682142552739574,0.5568319414455912,
222,consignado,25950.926601163785,0.007207277437583765,23,0.02874034181719486,0.002427169089702974,0.8630560763942883,
223,consignado,14302.67614754578,0.013372088085255049,25,0.03361791253089814,0.0028456091646240633,0.6288239896204016,
224,cartao,2364.7018320625616,0.08062602396367398,27,0.14073658422712637,0.01256043015052033,0.16700042101612628,
225,financiamento,40466.03750333807,0.013977027056420104,70,0.08068831273187697,0.006986319321942602,0.5219443928492465,
226,cartao,3670.9325978672828,0.051945874082678936,21,0.06,0.005143012831822946,0.3657210465123095,15.0
227,financiamento,67353.62110361642,0.022509545543735975,34,0.04731780063884351,0.004031344297839468,0.763165242408996,
228,consignado,18565.215606397538,0.010932199789322555,40,0.04524937471398385,0.003851322722610351,0.6931842292501209,
229,consignado,39527.59558779432,0.011104699269226703,60,0.03409882967434814,0.0028869711736417836,0.6892335562687285,
230,financiamento,84287.76001136853,0.018577176586872083,65,0.07411018962567077,0.006396127689614284,0.6569907079610107,
231,financiamento,47010.131111646835,0.015691323944707465,51,0.07020388410598405,0.006047468925590493,0.44601581214571445,
232,financiamento,90659.18591302258,0.01702743818564922,50,0.05925754902188531,0.005077554916468441,0.5390608225343976,
233,cartao,11573.770436221776,0.056536414971468385,35,0.13831569944087968,0.012328895007094665,0.06320599683046552,
234,consignado,11516.252289532937,0.01784924781010565,43,0.022521690209789745,0.0018964641718024478,0.47789647408877545,
235,cartao,4547.164614273512,0.05654641118513187,33,0.09624155902097609,0.008397307781722763,0.3310155748468056,
236,cartao,3265.378498272937,0.0825732864834841,30,0.07661323757688306,0.0066202476860497406,0.23723778187476774,
237,consignado,37121.72234483334,0.007595173931861592,65,0.014272633157385533,0.0011972383068598047,0.5350144081931528,
238,consignado,16533.84889822956,0.007996727012923272,28,0.02838094636634622,0.002396413295397526,0.4184358855349478,
239,financiamento,30000.0,0.014135269735047406,70,0.06902173278760637,0.005942220211880622,0.8,70.0
240,financiamento,35627.401850290924,0.022229316171943445,53,0.05827102689171955,0.004990651785432121,0.747881678654123,
241,cartao,958.8809243459214,0.07182092420335594,23,0.1782090620370873,0.016222741438466803,0.08624835213607984,
242,consignado,20164.723848475503,0.013693977186693622,13,0.03562296613039059,0.003018181676268439,0.6949073546398179,
243,financiamento,30000.0,0.02073214833248714,27,0.07427901653140245,0.006411226776468659,0.6422963130284197,
244,consignado,12019.471707475659,0.011844067008141572,30,0.026419317567382767,0.002228727597393232,0.8445384015305996,
245,consignado,9286.011765394534,0.011443597988933792,18,0.02565216094235845,0.002163233065208492,0.7565836553919968,
246,cartao,1384.2465210843918,0.09427464194222798,22,0.1340662690853838,0.011923914626256416,0.3841939862918702,15.0
247,consignado,15657.558225623661,0.013817953746833627,43,0.02713484597070405,0.0022898571216118935,0.6544499410760108,
248,financiamento,38307.35792989172,0.018726529846113404,47,0.1037054352423076,0.009082351064798488,0.3652951863046121,
249,financiamento,127534.02024962532,0.01782885770549892,82,0.0331752201873025,0.002807551412564724,0.6832150271980059,
250,financiamento,150000.0,0.015277324491000627,81,0.02,0.001682142552739574,0.4864814837231727,
251,consignado,34531.69524576276,0.013767727146554358,72,0.006302140522549942,0.0005267014807573966,0.6403516715197451,
252,cartao,1992.5939155961428,0.11261180658651149,26,0.12779450442441306,0.011329517348181217,0.35801750354199235,17.0
253,consignado,12671.957456132217,0.0100790880635733,41,0.02646468547373864,0.0022326022771620435,0.6147631060685657,2.0
254,financiamento,67467.08142549005,0.009479709424965916,61,0.051686514661081706,0.004412747646190152,0.6823517934180016,
255,financiamento,43603.17455451706,0.012348292413359732,62,0.05031948200171943,0.00429322828223877,0.4777331514445081,
256,consignado,40311.32060856763,0.01122490493899714,22,0.03232275009641278,0.002734310513295757,0.7559667948163264,11.0
257,cartao,4727.069726512755,0.08040874616074949,24,0.10378467668348719,0.00908965194998923,0.34999961760258014,15.0
258,financiamento,53705.993806612256,0.015029418641922839,40,0.05244863649204051,0.004479448375029005,0.59888295462297,
